Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
0,ViT_lookup,1,0.7878571428571428,0.7730496453900709,0.7991202346041055,0.7858687815428983
0,ViT_lookup,2,0.8,0.8045454545454546,0.7785923753665689,0.7913561847988078
0,ViT_lookup,3,0.7878571428571428,0.7860326894502229,0.7756598240469208,0.7808118081180812
0,ViT_lookup,4,0.7985714285714286,0.8012048192771084,0.7800586510263929,0.7904903417533432
0,ViT_lookup,5,0.7892857142857143,0.776824034334764,0.7961876832844574,0.7863866763215062
0,ViT_lookup,6,0.7935714285714286,0.763758389261745,0.8343108504398827,0.7974772249474422
0,ViT_lookup,7,0.8,0.7730978260869565,0.8343108504398827,0.8025387870239774
0,ViT_lookup,8,0.7892857142857143,0.7639836289222374,0.8211143695014663,0.7915194346289752
0,ViT_lookup,9,0.7814285714285715,0.7670454545454546,0.7917888563049853,0.7792207792207793
0,ViT_lookup,10,0.7885714285714286,0.7741477272727273,0.7991202346041055,0.7864357864357865
