Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
1,GPT2,1,0.8935714285714286,0.8856729377713459,0.8973607038123167,0.8914785142024764
1,GPT2,2,0.8928571428571429,0.9143302180685359,0.8607038123167156,0.8867069486404834
1,GPT2,3,0.8792857142857143,0.8857142857142857,0.8636363636363636,0.874536005939124
1,GPT2,4,0.8842857142857142,0.8693181818181818,0.8973607038123167,0.8831168831168831
1,GPT2,5,0.8778571428571429,0.8796433878157504,0.8680351906158358,0.8738007380073801
1,GPT2,6,0.8835714285714286,0.8660084626234132,0.9002932551319648,0.8828181164629763
1,GPT2,7,0.8835714285714286,0.8925869894099848,0.8651026392961877,0.8786299329858526
1,GPT2,8,0.8885714285714286,0.8867647058823529,0.8841642228739003,0.8854625550660793
1,GPT2,9,0.885,0.8759018759018758,0.8900293255131965,0.8829090909090909
1,GPT2,10,0.8864285714285715,0.888558692421991,0.8768328445747801,0.8826568265682657
