Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
2,GPT2,1,0.905,0.9255813953488372,0.875366568914956,0.8997739261492087
2,GPT2,2,0.9064285714285715,0.8907801418439716,0.9208211143695014,0.905551550108147
2,GPT2,3,0.8971428571428571,0.9338709677419355,0.8489736070381232,0.8894009216589862
2,GPT2,4,0.8971428571428571,0.8876080691642652,0.9032258064516129,0.8953488372093024
2,GPT2,5,0.8985714285714286,0.8935860058309038,0.8988269794721407,0.8961988304093568
2,GPT2,6,0.905,0.9078751857355126,0.8958944281524927,0.9018450184501845
2,GPT2,7,0.8871428571428571,0.9030769230769231,0.8607038123167156,0.8813813813813813
2,GPT2,8,0.9028571428571428,0.8933717579250721,0.9090909090909091,0.9011627906976745
2,GPT2,9,0.9057142857142857,0.8873239436619719,0.9237536656891495,0.9051724137931034
2,GPT2,10,0.9057142857142857,0.9092261904761905,0.8958944281524927,0.9025110782865583
