Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
1,T5,1,0.8492857142857143,0.8110964332892999,0.9002932551319648,0.8533703961084086
1,T5,2,0.825,0.8099290780141843,0.8372434017595308,0.8233597692862292
1,T5,3,0.86,0.8501440922190202,0.8651026392961877,0.8575581395348837
1,T5,4,0.8457142857142858,0.828169014084507,0.8621700879765396,0.8448275862068966
1,T5,5,0.8792857142857143,0.8744525547445255,0.8782991202346041,0.8763716166788588
1,T5,6,0.8642857142857143,0.8504273504273504,0.875366568914956,0.8627167630057804
1,T5,7,0.84,0.806970509383378,0.8826979472140762,0.8431372549019608
1,T5,8,0.8571428571428571,0.8204787234042553,0.9046920821114369,0.8605299860529986
1,T5,9,0.8685714285714285,0.8587896253602305,0.873900293255132,0.8662790697674418
1,T5,10,0.8378571428571429,0.8236130867709816,0.8489736070381232,0.836101083032491
