Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
1,RandomForest,1,0.9342857142857143,0.9285714285714286,0.9341317365269461,0.9313432835820895
1,RandomForest,2,0.9285714285714286,0.9408284023668639,0.9137931034482759,0.9271137026239067
1,RandomForest,3,0.9414285714285714,0.9415384615384615,0.9329268292682927,0.9372128637059725
1,RandomForest,4,0.9328571428571428,0.9447852760736196,0.913946587537092,0.9291101055806938
1,RandomForest,5,0.94,0.9533527696793003,0.9263456090651558,0.9396551724137931
1,RandomForest,6,0.9371428571428572,0.9473684210526315,0.9318801089918256,0.9395604395604396
1,RandomForest,7,0.9457142857142857,0.9501385041551247,0.9449035812672176,0.9475138121546961
1,RandomForest,8,0.9371428571428572,0.9425981873111783,0.9258160237388724,0.9341317365269461
1,RandomForest,9,0.93,0.9294117647058824,0.9266862170087976,0.9280469897209985
1,RandomForest,10,0.9357142857142857,0.9446064139941691,0.9257142857142857,0.935064935064935
