Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
1,KNN,1,0.9157142857142857,0.9008746355685131,0.9251497005988024,0.912850812407681
1,KNN,2,0.9057142857142857,0.8938547486033519,0.9195402298850575,0.9065155807365439
1,KNN,3,0.9,0.8685714285714285,0.926829268292683,0.8967551622418879
1,KNN,4,0.9071428571428571,0.9047619047619048,0.9020771513353115,0.9034175334323923
1,KNN,5,0.8914285714285715,0.8815426997245179,0.9065155807365439,0.8938547486033519
1,KNN,6,0.9042857142857142,0.8968253968253969,0.9237057220708447,0.9100671140939597
1,KNN,7,0.9157142857142857,0.9086021505376344,0.931129476584022,0.9197278911564626
1,KNN,8,0.9085714285714286,0.8979591836734694,0.913946587537092,0.9058823529411765
1,KNN,9,0.9228571428571428,0.9088319088319088,0.9354838709677419,0.9219653179190751
1,KNN,10,0.8885714285714286,0.8695652173913043,0.9142857142857143,0.8913649025069638
