Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
1,ViT_r2d2,1,0.8557142857142858,0.8625377643504532,0.8372434017595308,0.8497023809523809
1,ViT_r2d2,2,0.8392857142857143,0.8415545590433483,0.8255131964809385,0.8334566987416728
1,ViT_r2d2,3,0.8528571428571429,0.8595166163141994,0.8343108504398827,0.8467261904761905
1,ViT_r2d2,4,0.8592857142857143,0.8624813153961136,0.8460410557184751,0.8541820873427091
1,ViT_r2d2,5,0.8721428571428571,0.885145482388974,0.8475073313782991,0.8659176029962546
1,ViT_r2d2,6,0.8557142857142858,0.8647416413373861,0.8343108504398827,0.8492537313432836
1,ViT_r2d2,7,0.8592857142857143,0.8581979320531757,0.8519061583577713,0.8550404709345106
1,ViT_r2d2,8,0.8592857142857143,0.856093979441997,0.8548387096774194,0.855465884079237
1,ViT_r2d2,9,0.8521428571428571,0.8284923928077456,0.8782991202346041,0.8526690391459075
1,ViT_r2d2,10,0.8628571428571429,0.8689759036144579,0.8460410557184751,0.8573551263001485
