Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
2,T5,1,0.8778571428571429,0.9074960127591707,0.8343108504398827,0.8693659281894576
2,T5,2,0.8528571428571429,0.8380681818181818,0.8651026392961877,0.8513708513708513
2,T5,3,0.8635714285714285,0.8322056833558863,0.9017595307917888,0.8655876143560872
2,T5,4,0.8521428571428571,0.8162450066577897,0.8988269794721407,0.8555478018143754
2,T5,5,0.8428571428571429,0.8181818181818182,0.8709677419354839,0.84375
2,T5,6,0.8585714285714285,0.8408450704225352,0.875366568914956,0.8577586206896551
2,T5,7,0.8735714285714286,0.8551336146272855,0.8914956011730205,0.8729361091170137
2,T5,8,0.8657142857142858,0.8528571428571429,0.875366568914956,0.8639652677279306
2,T5,9,0.8421428571428572,0.8179310344827586,0.8695014662756598,0.8429282160625444
2,T5,10,0.875,0.8637015781922525,0.8826979472140762,0.8730964467005076
