Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
3,SCSGuard,1,0.8964285714285715,0.8908296943231441,0.8973607038123167,0.8940832724616509
3,SCSGuard,2,0.9028571428571428,0.9239130434782609,0.8724340175953079,0.8974358974358975
3,SCSGuard,3,0.9007142857142857,0.9235569422776911,0.8680351906158358,0.8949357520786092
3,SCSGuard,4,0.8971428571428571,0.9190031152647975,0.8651026392961877,0.8912386706948641
3,SCSGuard,5,0.9121428571428571,0.914074074074074,0.9046920821114369,0.9093588798820929
3,SCSGuard,6,0.9014285714285715,0.9171779141104295,0.8768328445747801,0.896551724137931
3,SCSGuard,7,0.9142857142857143,0.9244712990936556,0.8973607038123167,0.9107142857142857
3,SCSGuard,8,0.8942857142857142,0.8880813953488372,0.8958944281524927,0.891970802919708
3,SCSGuard,9,0.9142857142857143,0.9206586826347305,0.9017595307917888,0.9111111111111111
3,SCSGuard,10,0.9042857142857142,0.8903133903133903,0.9164222873900293,0.903179190751445
