Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
2,ViT_r2d2,1,0.8664285714285714,0.8849144634525661,0.8343108504398827,0.8588679245283019
2,ViT_r2d2,2,0.8471428571428572,0.8362068965517241,0.8533724340175953,0.8447024673439768
2,ViT_r2d2,3,0.85,0.8543543543543544,0.8343108504398827,0.844213649851632
2,ViT_r2d2,4,0.8614285714285714,0.8456090651558074,0.875366568914956,0.8602305475504323
2,ViT_r2d2,5,0.8535714285714285,0.8271604938271605,0.8841642228739003,0.8547129695251595
2,ViT_r2d2,6,0.8578571428571429,0.8791208791208791,0.8211143695014663,0.849128127369219
2,ViT_r2d2,7,0.8628571428571429,0.8613569321533924,0.8563049853372434,0.8588235294117647
2,ViT_r2d2,8,0.8528571428571429,0.8419540229885057,0.8592375366568915,0.8505079825834543
2,ViT_r2d2,9,0.8492857142857143,0.8302945301542777,0.8680351906158358,0.8487455197132616
2,ViT_r2d2,10,0.8485714285714285,0.8604294478527608,0.8225806451612904,0.841079460269865
