Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
3,T5,1,0.895,0.9022556390977443,0.8797653958944281,0.89086859688196
3,T5,2,0.8971428571428571,0.9063444108761329,0.8797653958944281,0.8928571428571429
3,T5,3,0.8778571428571429,0.8751835535976505,0.873900293255132,0.8745414526779164
3,T5,4,0.895,0.888243831640058,0.8973607038123167,0.8927789934354485
3,T5,5,0.8978571428571429,0.9089529590288316,0.8782991202346041,0.8933631618195377
3,T5,6,0.8857142857142857,0.8826979472140762,0.8826979472140762,0.8826979472140762
3,T5,7,0.9035714285714286,0.9088191330343797,0.8914956011730205,0.9000740192450037
3,T5,8,0.9014285714285715,0.9084084084084084,0.8870967741935484,0.8976261127596439
3,T5,9,0.9014285714285715,0.8965014577259475,0.9017595307917888,0.8991228070175439
3,T5,10,0.8935714285714286,0.9081163859111792,0.8695014662756598,0.8883895131086142
