Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
3,ViT_r2d2,1,0.8635714285714285,0.8626292466765141,0.8563049853372434,0.8594554819720382
3,ViT_r2d2,2,0.8521428571428571,0.8659476117103235,0.8240469208211144,0.8444778362133734
3,ViT_r2d2,3,0.8528571428571429,0.8595166163141994,0.8343108504398827,0.8467261904761905
3,ViT_r2d2,4,0.8528571428571429,0.8409742120343839,0.8607038123167156,0.8507246376811595
3,ViT_r2d2,5,0.86,0.8501440922190202,0.8651026392961877,0.8575581395348837
3,ViT_r2d2,6,0.855,0.8267394270122783,0.8885630498533724,0.8565371024734982
3,ViT_r2d2,7,0.8621428571428571,0.8721461187214612,0.8401759530791789,0.8558625840179238
3,ViT_r2d2,8,0.855,0.8455988455988456,0.8592375366568915,0.8523636363636363
3,ViT_r2d2,9,0.8392857142857143,0.8034528552456839,0.8870967741935484,0.8432055749128919
3,ViT_r2d2,10,0.8442857142857143,0.8240223463687151,0.8651026392961877,0.844062947067239
