Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
2,T5,1,0.9078571428571428,0.9183055975794251,0.8900293255131965,0.9039463886820551
2,T5,2,0.8935714285714286,0.8856729377713459,0.8973607038123167,0.8914785142024764
2,T5,3,0.8892857142857142,0.8802308802308803,0.8944281524926686,0.8872727272727273
2,T5,4,0.8928571428571429,0.9067278287461774,0.8695014662756598,0.8877245508982036
2,T5,5,0.905,0.9140271493212669,0.8885630498533724,0.9011152416356877
2,T5,6,0.8985714285714286,0.9115853658536586,0.8768328445747801,0.8938714499252616
2,T5,7,0.9028571428571428,0.9026548672566371,0.8973607038123167,0.9
2,T5,8,0.8914285714285715,0.9027355623100304,0.8709677419354839,0.8865671641791045
2,T5,9,0.9014285714285715,0.907185628742515,0.8885630498533724,0.8977777777777778
2,T5,10,0.8971428571428571,0.9051204819277109,0.8812316715542522,0.8930163447251115
