Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
2,ECAEfficientNet,1,0.8707142857142857,0.8733233979135618,0.8592375366568915,0.8662232076866223
2,ECAEfficientNet,2,0.8792857142857143,0.8712011577424024,0.8826979472140762,0.876911871813547
2,ECAEfficientNet,3,0.8492857142857143,0.8584474885844748,0.8269794721407625,0.842419716206124
2,ECAEfficientNet,4,0.88,0.8858858858858859,0.8651026392961877,0.8753709198813057
2,ECAEfficientNet,5,0.8642857142857143,0.8855799373040752,0.8284457478005866,0.8560606060606061
2,ECAEfficientNet,6,0.8507142857142858,0.8432510885341074,0.8519061583577713,0.8475565280816922
2,ECAEfficientNet,7,0.8657142857142858,0.8569364161849711,0.8695014662756598,0.8631732168850073
2,ECAEfficientNet,8,0.8728571428571429,0.85,0.8973607038123167,0.8730385164051355
2,ECAEfficientNet,9,0.8585714285714285,0.8841269841269841,0.8167155425219942,0.8490853658536586
2,ECAEfficientNet,10,0.8685714285714285,0.8577586206896551,0.875366568914956,0.8664731494920174
