Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
3,GPT2,1,0.8864285714285715,0.871977240398293,0.8988269794721407,0.8851985559566787
3,GPT2,2,0.8985714285714286,0.9141104294478528,0.873900293255132,0.8935532233883059
3,GPT2,3,0.905,0.9019033674963397,0.9032258064516129,0.9025641025641026
3,GPT2,4,0.905,0.9030837004405287,0.9017595307917888,0.9024211298606016
3,GPT2,5,0.8971428571428571,0.9026946107784432,0.8841642228739003,0.8933333333333333
3,GPT2,6,0.8907142857142857,0.8569500674763832,0.9310850439882697,0.8924806746310612
3,GPT2,7,0.8992857142857142,0.9079939668174962,0.8826979472140762,0.8951672862453531
3,GPT2,8,0.91,0.9100294985250738,0.9046920821114369,0.9073529411764706
3,GPT2,9,0.8907142857142857,0.9100775193798449,0.8607038123167156,0.8847023360964582
3,GPT2,10,0.9092857142857143,0.9411764705882353,0.8680351906158358,0.9031273836765827
