Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
1,SCSGuard,1,0.9014285714285715,0.8919308357348703,0.907624633431085,0.8997093023255814
1,SCSGuard,2,0.9042857142857142,0.9041297935103245,0.8988269794721407,0.9014705882352941
1,SCSGuard,3,0.9071428571428571,0.9285714285714286,0.8768328445747801,0.9019607843137255
1,SCSGuard,4,0.9042857142857142,0.8982558139534884,0.906158357771261,0.9021897810218978
1,SCSGuard,5,0.8971428571428571,0.8991097922848664,0.8885630498533724,0.8938053097345132
1,SCSGuard,6,0.8964285714285715,0.8931185944363104,0.8944281524926686,0.8937728937728938
1,SCSGuard,7,0.9007142857142857,0.8829337094499294,0.9178885630498533,0.9000718907260963
1,SCSGuard,8,0.9114285714285715,0.918918918918919,0.8973607038123167,0.9080118694362018
1,SCSGuard,9,0.9107142857142857,0.9264931087289433,0.8870967741935484,0.9063670411985019
1,SCSGuard,10,0.9028571428571428,0.8991228070175439,0.9017595307917888,0.9004392386530015
