Run,Model,Fold,Accuracy,Precision,Recall,F1 Score
1,ECAEfficientNet,1,0.8635714285714285,0.8991869918699187,0.8108504398826979,0.8527370855821126
1,ECAEfficientNet,2,0.8642857142857143,0.8660714285714286,0.8533724340175953,0.8596750369276218
1,ECAEfficientNet,3,0.8571428571428571,0.8492753623188406,0.8592375366568915,0.8542274052478134
1,ECAEfficientNet,4,0.865,0.8437935843793585,0.8870967741935484,0.8649035025017869
1,ECAEfficientNet,5,0.8814285714285715,0.8816568047337278,0.873900293255132,0.8777614138438881
1,ECAEfficientNet,6,0.8664285714285714,0.880184331797235,0.8401759530791789,0.859714928732183
1,ECAEfficientNet,7,0.8635714285714285,0.8626292466765141,0.8563049853372434,0.8594554819720382
1,ECAEfficientNet,8,0.8621428571428571,0.8643815201192251,0.8504398826979472,0.8573540280857354
1,ECAEfficientNet,9,0.8664285714285714,0.8710644677661169,0.8519061583577713,0.8613787991104522
1,ECAEfficientNet,10,0.8742857142857143,0.891640866873065,0.844574780058651,0.8674698795180723
